loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
2500.0,0.0819,78.57,MORTGAGE,71000.0,Not Verified,n,23.02,0.0,0.0,11.0,1.0,17384.0,14.0,w,2314.22,2314.22,234.57,234.57,185.78,48.79,0.0,0.0,0.0,78.57,0.0,1.0,Individual,0.0,0.0,172130.0,0.0,2.0,0.0,0.0,27.0,8807.0,29.0,1.0,5.0,8346.0,32.0,50900.0,0.0,1.0,2.0,6.0,15648.0,33516.0,34.2,0.0,0.0,53.0,78.0,11.0,7.0,1.0,11.0,11.0,0.0,6.0,6.0,8.0,10.0,2.0,8.0,10.0,6.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,270998.0,26191.0,50900.0,30098.0,N,N,low_risk
14000.0,0.1308,319.12,MORTGAGE,52000.0,Not Verified,n,26.61,0.0,0.0,5.0,0.0,1974.0,11.0,f,13833.48,13833.48,298.77,298.77,166.52,132.25,0.0,0.0,0.0,319.12,0.0,1.0,Individual,0.0,0.0,105736.0,0.0,1.0,1.0,2.0,12.0,24608.0,72.0,0.0,0.0,1974.0,55.0,14100.0,1.0,2.0,4.0,3.0,26434.0,12126.0,14.0,0.0,0.0,135.0,135.0,30.0,12.0,2.0,30.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,131560.0,26582.0,14100.0,34000.0,N,N,low_risk
15000.0,0.0646,459.47,MORTGAGE,50500.0,Source Verified,n,15.11,0.0,0.0,11.0,1.0,10424.0,16.0,w,13035.35,13035.35,2105.48,2105.48,1964.65,140.83,0.0,0.0,0.0,459.47,0.0,1.0,Individual,0.0,0.0,208404.0,0.0,1.0,0.0,2.0,20.0,20461.0,78.0,0.0,0.0,3937.0,66.0,20600.0,1.0,0.0,1.0,2.0,20840.0,5535.0,63.8,0.0,0.0,174.0,125.0,41.0,20.0,2.0,62.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,9.0,10.0,5.0,11.0,0.0,0.0,0.0,0.0,100.0,25.0,1.0,0.0,246605.0,30885.0,15300.0,26305.0,N,N,low_risk
32675.0,0.08810000000000001,1036.17,MORTGAGE,550000.0,Not Verified,n,7.96,0.0,0.0,13.0,0.0,54148.0,30.0,w,31878.72,31878.72,1020.18,1020.18,796.28,223.9,0.0,0.0,0.0,1036.17,0.0,1.0,Individual,0.0,0.0,955070.0,0.0,3.0,0.0,1.0,14.0,145979.0,63.0,2.0,3.0,14422.0,78.0,95000.0,1.0,0.0,2.0,5.0,73467.0,38549.0,94.9,0.0,0.0,160.0,195.0,9.0,8.0,4.0,12.0,10.0,0.0,7.0,8.0,7.0,9.0,14.0,8.0,12.0,8.0,13.0,0.0,0.0,0.0,3.0,96.4,85.7,0.0,0.0,1045476.0,200127.0,86000.0,165476.0,N,N,low_risk
13000.0,0.11710000000000001,429.99,RENT,57250.0,Source Verified,n,12.56,0.0,0.0,15.0,0.0,7151.0,24.0,f,0.0,0.0,13004.9942055694,13004.99,13000.0,4.99,0.0,0.0,0.0,13021.9,0.0,1.0,Individual,0.0,0.0,19873.0,1.0,2.0,2.0,3.0,2.0,12722.0,55.0,1.0,6.0,4820.0,33.0,37300.0,2.0,4.0,3.0,9.0,1325.0,24849.0,22.3,0.0,0.0,63.0,150.0,9.0,2.0,0.0,18.0,3.0,0.0,2.0,2.0,10.0,12.0,7.0,13.0,17.0,2.0,15.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,60573.0,19873.0,32000.0,23273.0,N,N,low_risk
34525.0,0.1447,811.78,MORTGAGE,90000.0,Verified,n,32.32,0.0,0.0,15.0,0.0,34530.0,36.0,w,33729.3,33729.3,1595.81,1595.81,795.7,800.11,0.0,0.0,0.0,811.78,0.0,1.0,Individual,0.0,0.0,324346.0,0.0,4.0,1.0,3.0,11.0,101940.0,58.0,1.0,2.0,10239.0,55.0,65200.0,3.0,0.0,0.0,6.0,21623.0,19156.0,63.7,0.0,0.0,115.0,110.0,8.0,8.0,1.0,8.0,13.0,0.0,6.0,7.0,7.0,11.0,16.0,10.0,19.0,7.0,15.0,0.0,0.0,0.0,2.0,100.0,28.6,0.0,0.0,377300.0,136470.0,52700.0,118669.0,N,N,low_risk
4250.0,0.1691,151.34,RENT,35000.0,Source Verified,n,24.76,1.0,3.0,9.0,0.0,3227.0,17.0,w,4065.81,4065.81,298.69,298.69,184.19,114.5,0.0,0.0,0.0,151.34,0.0,1.0,Individual,0.0,459.0,45002.0,1.0,5.0,1.0,2.0,1.0,41775.0,98.0,1.0,1.0,833.0,88.0,8800.0,2.0,4.0,12.0,4.0,5000.0,467.0,64.1,0.0,0.0,59.0,70.0,9.0,1.0,0.0,54.0,1.0,0.0,1.0,2.0,1.0,1.0,10.0,4.0,6.0,2.0,9.0,0.0,0.0,0.0,2.0,94.1,0.0,0.0,0.0,51279.0,45002.0,1300.0,42479.0,N,N,low_risk
20000.0,0.1131,657.72,MORTGAGE,106000.0,Source Verified,n,25.5,0.0,1.0,12.0,0.0,131249.0,33.0,w,19057.14,19057.14,1302.87,1302.87,942.86,360.01,0.0,0.0,0.0,657.72,0.0,1.0,Individual,0.0,0.0,600376.0,1.0,3.0,1.0,2.0,2.0,55986.0,88.0,0.0,1.0,4616.0,76.0,153300.0,1.0,1.0,1.0,3.0,50031.0,1047.0,88.7,0.0,0.0,94.0,199.0,19.0,2.0,4.0,98.0,2.0,0.0,3.0,7.0,3.0,11.0,9.0,8.0,20.0,7.0,12.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,651229.0,187235.0,9300.0,63529.0,N,N,low_risk
40000.0,0.1797,1015.09,RENT,90000.0,Source Verified,n,14.71,0.0,2.0,20.0,0.0,3551.0,41.0,w,38732.94,38732.94,3005.34,3005.34,1267.06,1738.28,0.0,0.0,0.0,1015.09,0.0,1.0,Individual,0.0,0.0,66748.0,3.0,3.0,1.0,5.0,10.0,63197.0,99.0,4.0,6.0,1814.0,33.0,141500.0,0.0,7.0,2.0,12.0,3337.0,106749.0,3.2,0.0,0.0,70.0,164.0,4.0,4.0,0.0,9.0,2.0,0.0,2.0,2.0,9.0,10.0,21.0,17.0,18.0,2.0,20.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,205483.0,66748.0,110300.0,63983.0,N,N,low_risk
9600.0,0.1356,326.06,OWN,18000.0,Verified,n,18.47,0.0,2.0,5.0,0.0,2445.0,6.0,f,8939.86,8939.86,916.71,916.71,660.14,256.57,0.0,0.0,0.0,326.06,0.0,1.0,Joint App,0.0,0.0,11096.0,1.0,1.0,1.0,1.0,6.0,8651.0,94.0,1.0,2.0,756.0,80.0,4600.0,0.0,1.0,4.0,3.0,2219.0,517.0,65.5,0.0,0.0,62.0,49.0,7.0,6.0,0.0,7.0,6.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,13849.0,11096.0,1500.0,9249.0,N,N,low_risk
9600.0,0.2,356.78,RENT,35000.0,Source Verified,n,37.96,0.0,2.0,8.0,1.0,8196.0,15.0,w,9403.21,9403.21,367.45,367.45,196.79,170.66,0.0,0.0,0.0,378.12,0.0,1.0,Joint App,0.0,0.0,23185.0,1.0,2.0,0.0,2.0,19.0,14989.0,62.0,2.0,3.0,4043.0,53.0,19500.0,3.0,0.0,2.0,5.0,2898.0,139.0,98.0,0.0,0.0,103.0,260.0,4.0,4.0,0.0,46.0,4.0,0.0,2.0,3.0,2.0,3.0,7.0,6.0,8.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,43768.0,23185.0,6900.0,24268.0,N,N,low_risk
20000.0,0.11800000000000001,662.38,MORTGAGE,105000.0,Source Verified,n,17.75,1.0,3.0,15.0,0.0,10935.0,40.0,w,19063.99,19063.99,1291.98,1291.98,936.01,355.97,0.0,0.0,0.0,662.38,0.0,1.0,Individual,0.0,100.0,238046.0,1.0,4.0,2.0,3.0,4.0,35813.0,82.0,0.0,0.0,3544.0,60.0,35900.0,0.0,1.0,6.0,3.0,17003.0,23523.0,26.8,0.0,0.0,146.0,161.0,27.0,4.0,4.0,27.0,0.0,0.0,6.0,8.0,7.0,9.0,17.0,10.0,19.0,8.0,15.0,0.0,0.0,0.0,2.0,97.4,0.0,0.0,0.0,279418.0,46748.0,31400.0,43518.0,N,N,low_risk
12000.0,0.1557,289.09,MORTGAGE,69000.0,Not Verified,n,16.99,0.0,0.0,19.0,0.0,13061.0,25.0,w,11866.61,11866.61,278.71,278.71,133.39,145.32,0.0,0.0,0.0,289.09,0.0,1.0,Individual,0.0,0.0,48124.0,0.0,10.0,0.0,2.0,14.0,35063.0,85.0,3.0,4.0,5447.0,72.0,25700.0,1.0,2.0,1.0,6.0,2533.0,10355.0,54.4,0.0,0.0,66.0,56.0,7.0,7.0,0.0,7.0,7.0,0.0,5.0,6.0,8.0,10.0,13.0,9.0,12.0,7.0,19.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,66910.0,48124.0,22700.0,41210.0,N,N,low_risk
25000.0,0.1298,568.58,OWN,98000.0,Not Verified,n,7.25,0.0,2.0,13.0,0.0,12114.0,21.0,f,24400.45,24400.45,1119.13,1119.13,599.55,519.58,0.0,0.0,0.0,568.58,0.0,1.0,Individual,0.0,0.0,545525.0,3.0,1.0,1.0,1.0,4.0,8570.0,95.0,2.0,5.0,5997.0,49.0,33300.0,2.0,0.0,3.0,6.0,45460.0,21186.0,36.4,0.0,0.0,74.0,179.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,8.0,11.0,13.0,3.0,11.0,17.0,8.0,13.0,0.0,0.0,0.0,3.0,90.5,0.0,0.0,0.0,692300.0,20684.0,33300.0,9000.0,N,N,low_risk
14500.0,0.11019999999999999,474.85,MORTGAGE,110000.0,Not Verified,n,30.94,0.0,1.0,9.0,0.0,12648.0,32.0,w,14158.31,14158.31,457.1,457.1,341.69,115.41,0.0,0.0,0.0,474.85,0.0,1.0,Individual,0.0,0.0,96049.0,2.0,4.0,2.0,2.0,1.0,48715.0,72.0,0.0,0.0,2.0,65.0,26500.0,2.0,4.0,3.0,2.0,10672.0,9198.0,0.0,0.0,0.0,121.0,307.0,31.0,1.0,3.0,155.0,1.0,1.0,1.0,3.0,1.0,6.0,17.0,4.0,11.0,3.0,9.0,0.0,0.0,0.0,2.0,90.6,0.0,0.0,0.0,130500.0,96049.0,9200.0,67877.0,N,N,low_risk
30000.0,0.1072,978.19,MORTGAGE,105000.0,Source Verified,n,8.81,0.0,0.0,9.0,0.0,13431.0,14.0,w,28573.28,28573.28,1938.51,1938.51,1426.72,511.79,0.0,0.0,0.0,978.19,0.0,1.0,Individual,0.0,3460.0,21365.0,2.0,1.0,0.0,1.0,24.0,7934.0,47.0,5.0,8.0,3201.0,37.0,40900.0,0.0,1.0,1.0,9.0,2374.0,22969.0,36.9,0.0,0.0,78.0,71.0,3.0,3.0,0.0,3.0,10.0,0.0,7.0,7.0,7.0,8.0,4.0,8.0,10.0,7.0,9.0,0.0,0.0,0.0,5.0,100.0,14.3,0.0,0.0,57731.0,21365.0,36400.0,16831.0,N,N,low_risk
10000.0,0.1447,344.07,RENT,60000.0,Source Verified,n,12.18,0.0,0.0,8.0,0.0,5614.0,12.0,w,9321.42,9321.42,1024.17,1024.17,678.58,345.59,0.0,0.0,0.0,344.07,0.0,1.0,Individual,0.0,226.0,18835.0,0.0,2.0,1.0,2.0,9.0,13221.0,73.0,0.0,2.0,3391.0,46.0,23100.0,2.0,0.0,1.0,4.0,2354.0,17486.0,24.3,0.0,0.0,86.0,235.0,16.0,9.0,0.0,16.0,9.0,1.0,5.0,5.0,6.0,8.0,3.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,58.3,0.0,0.0,0.0,41232.0,18835.0,23100.0,18132.0,N,N,low_risk
12000.0,0.0646,367.57,OWN,80000.0,Not Verified,n,7.88,0.0,0.0,4.0,1.0,11058.0,25.0,w,11697.03,11697.03,363.26,363.26,302.97,60.29,0.0,0.0,0.0,367.57,0.0,1.0,Individual,0.0,0.0,30626.0,0.0,1.0,0.0,1.0,21.0,19568.0,64.0,1.0,3.0,9628.0,62.0,19000.0,1.0,1.0,1.0,4.0,7657.0,7942.0,58.2,0.0,0.0,101.0,271.0,9.0,9.0,2.0,9.0,9.0,0.0,2.0,2.0,3.0,16.0,3.0,3.0,19.0,2.0,4.0,0.0,0.0,0.0,1.0,93.8,33.3,1.0,0.0,49776.0,30626.0,19000.0,30776.0,N,N,low_risk
10000.0,0.1447,344.07,MORTGAGE,54540.0,Not Verified,n,11.05,0.0,0.0,4.0,1.0,2866.0,10.0,w,9550.33,9550.33,627.85,627.85,449.67,178.18,0.0,0.0,0.0,344.07,0.0,1.0,Individual,0.0,0.0,11993.0,0.0,2.0,1.0,2.0,12.0,9127.0,80.0,0.0,0.0,2866.0,83.0,3000.0,4.0,1.0,2.0,2.0,3998.0,134.0,95.5,0.0,0.0,128.0,189.0,71.0,12.0,1.0,82.0,12.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,80.0,100.0,1.0,0.0,14399.0,11993.0,3000.0,11399.0,N,N,low_risk
16000.0,0.0819,325.88,RENT,92500.0,Not Verified,n,17.77,0.0,0.0,23.0,0.0,14245.0,27.0,w,15345.51,15345.51,933.96,933.96,654.49,279.47,0.0,0.0,0.0,325.88,0.0,1.0,Individual,0.0,0.0,103205.0,0.0,12.0,1.0,1.0,10.0,88960.0,82.0,1.0,2.0,4102.0,49.0,72700.0,0.0,1.0,2.0,3.0,4487.0,45491.0,21.0,0.0,0.0,120.0,174.0,12.0,10.0,0.0,19.0,10.0,0.0,5.0,7.0,6.0,6.0,16.0,11.0,11.0,7.0,23.0,0.0,0.0,0.0,2.0,96.3,0.0,0.0,0.0,177818.0,103205.0,57600.0,105118.0,N,N,low_risk
4850.0,0.1557,169.49,OWN,62480.0,Not Verified,n,14.75,0.0,0.0,15.0,1.0,13525.0,44.0,f,4743.44,4743.44,165.29,165.29,106.56,58.73,0.0,0.0,0.0,169.49,0.0,1.0,Individual,0.0,101.0,29590.0,1.0,3.0,0.0,1.0,14.0,16065.0,65.0,3.0,5.0,4862.0,51.0,33500.0,0.0,2.0,1.0,6.0,2114.0,1938.0,71.5,0.0,0.0,154.0,220.0,6.0,6.0,0.0,7.0,7.0,0.0,1.0,6.0,2.0,15.0,10.0,12.0,34.0,6.0,14.0,0.0,0.0,0.0,3.0,100.0,50.0,1.0,0.0,58066.0,29590.0,6800.0,24566.0,N,N,low_risk
30000.0,0.1894,1098.78,MORTGAGE,195000.0,Not Verified,n,17.33,0.0,0.0,20.0,0.0,39519.0,46.0,f,28098.41,28098.41,3264.77,3264.77,1901.59,1363.18,0.0,0.0,0.0,1098.78,0.0,1.0,Individual,0.0,694.0,483737.0,1.0,3.0,0.0,6.0,13.0,76792.0,69.0,1.0,1.0,19503.0,52.0,90900.0,3.0,5.0,3.0,7.0,24187.0,23032.0,58.9,0.0,0.0,127.0,166.0,4.0,4.0,3.0,4.0,9.0,0.0,4.0,8.0,7.0,9.0,17.0,16.0,26.0,8.0,20.0,0.0,0.0,0.0,1.0,100.0,28.6,0.0,0.0,578509.0,116311.0,56100.0,107709.0,N,N,low_risk
35000.0,0.17190000000000003,1251.16,OWN,115000.0,Source Verified,n,23.45,0.0,0.0,15.0,0.0,27955.0,18.0,w,34250.21,34250.21,1217.74,1217.74,749.78,467.95,0.0,0.0,0.0,1251.16,0.0,1.0,Individual,0.0,82.0,58527.0,0.0,2.0,0.0,2.0,17.0,30572.0,65.0,0.0,2.0,12678.0,51.0,67800.0,2.0,0.0,0.0,4.0,3902.0,36045.0,43.7,0.0,0.0,53.0,170.0,16.0,16.0,1.0,16.0,17.0,1.0,8.0,8.0,10.0,11.0,4.0,12.0,13.0,8.0,15.0,0.0,0.0,0.0,0.0,88.9,80.0,0.0,0.0,114560.0,58527.0,64000.0,46760.0,N,N,low_risk
40000.0,0.124,897.89,MORTGAGE,102000.0,Source Verified,n,24.99,0.0,0.0,14.0,0.0,45112.0,21.0,w,39515.44,39515.44,870.33,870.33,484.56,385.77,0.0,0.0,0.0,897.89,0.0,1.0,Individual,0.0,0.0,442863.0,0.0,5.0,0.0,1.0,22.0,128818.0,58.0,0.0,0.0,14653.0,58.0,76700.0,0.0,0.0,0.0,3.0,31633.0,22160.0,64.6,0.0,0.0,174.0,197.0,63.0,17.0,2.0,63.0,18.0,0.0,6.0,8.0,6.0,7.0,10.0,8.0,9.0,8.0,14.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,536221.0,173930.0,62600.0,185021.0,N,N,low_risk
15000.0,0.0819,305.52,MORTGAGE,62000.0,Source Verified,n,13.74,0.0,0.0,7.0,0.0,1998.0,20.0,f,14592.32,14592.32,597.39,597.39,407.68,189.71,0.0,0.0,0.0,305.52,0.0,1.0,Joint App,0.0,0.0,277863.0,1.0,2.0,0.0,0.0,39.0,25991.0,55.0,1.0,4.0,0.0,45.0,15500.0,0.0,2.0,0.0,5.0,39695.0,6300.0,0.0,0.0,0.0,156.0,120.0,5.0,5.0,1.0,5.0,24.0,0.0,0.0,1.0,2.0,3.0,13.0,4.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,320888.0,27989.0,6300.0,47368.0,N,N,low_risk
20000.0,0.0702,617.73,MORTGAGE,112000.0,Source Verified,n,16.03,0.0,0.0,8.0,0.0,4184.0,15.0,w,19499.27,19499.27,609.93,609.93,500.73,109.2,0.0,0.0,0.0,617.73,0.0,1.0,Individual,0.0,0.0,152975.0,1.0,3.0,1.0,2.0,5.0,27781.0,49.0,0.0,0.0,3472.0,42.0,18900.0,2.0,0.0,1.0,3.0,19122.0,14716.0,22.1,0.0,0.0,146.0,171.0,155.0,5.0,2.0,156.0,10.0,0.0,3.0,3.0,4.0,5.0,8.0,4.0,5.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,200040.0,31965.0,18900.0,57111.0,N,N,low_risk
13000.0,0.1447,305.67,RENT,45000.0,Verified,n,20.69,0.0,2.0,10.0,0.0,9750.0,17.0,w,12700.37,12700.37,574.77,574.77,299.63,275.14,0.0,0.0,0.0,305.67,0.0,1.0,Individual,0.0,0.0,21363.0,1.0,2.0,1.0,1.0,9.0,11613.0,60.0,1.0,2.0,4689.0,59.0,16700.0,0.0,2.0,3.0,3.0,2136.0,3164.0,62.8,0.0,0.0,87.0,95.0,3.0,3.0,0.0,29.0,0.0,0.0,2.0,5.0,4.0,5.0,4.0,8.0,13.0,5.0,10.0,0.0,0.0,0.0,2.0,82.4,0.0,0.0,0.0,35944.0,21363.0,8500.0,19244.0,N,N,low_risk
7200.0,0.1502,249.67,MORTGAGE,70000.0,Not Verified,n,14.38,0.0,0.0,12.0,0.0,12606.0,21.0,w,7040.45,7040.45,288.72,288.72,159.55,129.17,0.0,0.0,0.0,294.73,0.0,1.0,Individual,0.0,92.0,183395.0,1.0,2.0,0.0,1.0,22.0,12183.0,60.0,1.0,1.0,4808.0,61.0,20700.0,1.0,1.0,0.0,2.0,15283.0,133.0,98.3,0.0,0.0,88.0,256.0,5.0,5.0,3.0,5.0,22.0,0.0,3.0,7.0,3.0,7.0,3.0,9.0,15.0,7.0,12.0,0.0,0.0,0.0,1.0,90.5,100.0,0.0,0.0,207801.0,24789.0,7800.0,20181.0,N,N,low_risk
12000.0,0.0702,370.64,RENT,120000.0,Not Verified,n,10.16,0.0,1.0,20.0,1.0,8521.0,39.0,w,11093.4,11093.4,1114.26,1114.26,906.6,207.66,0.0,0.0,0.0,370.64,0.0,1.0,Individual,0.0,0.0,47151.0,5.0,2.0,2.0,4.0,1.0,38630.0,93.0,3.0,4.0,4933.0,49.0,54700.0,4.0,0.0,2.0,8.0,2482.0,28158.0,15.7,0.0,0.0,137.0,229.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,10.0,19.0,10.0,18.0,29.0,7.0,20.0,0.0,0.0,0.0,5.0,100.0,0.0,1.0,0.0,96413.0,47151.0,33400.0,41713.0,N,N,low_risk
11000.0,0.139,375.42,RENT,50000.0,Not Verified,n,11.14,0.0,0.0,5.0,0.0,11385.0,21.0,w,10752.0,10752.0,366.93,366.93,248.0,118.93,0.0,0.0,0.0,375.42,0.0,1.0,Individual,0.0,0.0,14065.0,1.0,1.0,1.0,1.0,8.0,2680.0,54.0,2.0,2.0,5987.0,54.0,21100.0,1.0,3.0,6.0,3.0,2813.0,9715.0,54.0,0.0,0.0,124.0,119.0,1.0,1.0,0.0,1.0,6.0,0.0,2.0,2.0,4.0,5.0,14.0,4.0,7.0,2.0,5.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,26100.0,14065.0,21100.0,5000.0,N,N,low_risk
14300.0,0.16140000000000002,503.74,MORTGAGE,94000.0,Not Verified,n,14.38,5.0,0.0,7.0,0.0,743.0,19.0,w,13673.0,13673.0,994.66,994.66,627.0,367.66,0.0,0.0,0.0,503.74,1.0,1.0,Joint App,0.0,0.0,284477.0,0.0,2.0,0.0,0.0,37.0,38025.0,57.0,0.0,0.0,124.0,44.0,8900.0,0.0,1.0,0.0,0.0,40640.0,7276.0,1.7,0.0,0.0,192.0,226.0,45.0,37.0,1.0,45.0,16.0,5.0,1.0,2.0,2.0,5.0,7.0,4.0,10.0,2.0,7.0,0.0,0.0,1.0,0.0,42.1,0.0,0.0,0.0,315395.0,38768.0,7400.0,66620.0,N,N,low_risk
30000.0,0.1474,709.62,MORTGAGE,60000.0,Not Verified,n,26.32,0.0,0.0,5.0,0.0,10161.0,15.0,f,29658.88,29658.88,660.49,660.49,341.12,319.37,0.0,0.0,0.0,709.62,0.0,1.0,Individual,0.0,0.0,171943.0,0.0,2.0,0.0,1.0,14.0,22938.0,59.0,0.0,0.0,6000.0,58.0,18500.0,2.0,4.0,1.0,1.0,34389.0,8339.0,54.9,0.0,0.0,126.0,127.0,26.0,14.0,1.0,26.0,10.0,0.0,2.0,2.0,2.0,7.0,6.0,2.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,204672.0,33099.0,18500.0,38889.0,N,N,low_risk
3000.0,0.08810000000000001,95.14,RENT,28584.0,Not Verified,n,11.5,0.0,0.0,7.0,0.0,5128.0,18.0,f,2853.23,2829.45,195.42,193.79,146.77,48.65,0.0,0.0,0.0,95.14,0.0,1.0,Individual,0.0,0.0,8186.0,1.0,1.0,0.0,2.0,16.0,3058.0,60.0,1.0,4.0,832.0,33.0,20000.0,1.0,5.0,0.0,6.0,1364.0,14376.0,6.0,0.0,0.0,138.0,205.0,6.0,6.0,2.0,6.0,15.0,4.0,2.0,3.0,5.0,8.0,3.0,6.0,13.0,3.0,7.0,0.0,0.0,0.0,1.0,77.8,0.0,0.0,0.0,25120.0,8186.0,15300.0,5120.0,N,N,low_risk
40000.0,0.0646,1225.24,MORTGAGE,53500.0,Source Verified,n,80.9,0.0,0.0,32.0,0.0,57812.0,45.0,w,38990.09,38990.09,1210.88,1210.88,1009.91,200.97,0.0,0.0,0.0,1225.24,0.0,1.0,Joint App,0.0,0.0,351308.0,0.0,9.0,0.0,0.0,47.0,58624.0,63.0,1.0,2.0,10825.0,59.0,112200.0,0.0,0.0,0.0,2.0,10978.0,34463.0,61.9,0.0,0.0,175.0,224.0,9.0,9.0,1.0,9.0,14.0,0.0,12.0,15.0,14.0,16.0,14.0,21.0,29.0,15.0,32.0,0.0,0.0,0.0,1.0,95.6,35.7,0.0,0.0,453617.0,128492.0,90400.0,93638.0,N,N,low_risk
15000.0,0.1033,486.34,MORTGAGE,98600.0,Not Verified,n,30.85,0.0,2.0,28.0,0.0,16009.0,43.0,w,14642.78,14642.78,447.61,447.61,357.22,90.39,0.0,0.0,0.0,456.22,0.0,1.0,Individual,0.0,0.0,183181.0,2.0,4.0,1.0,2.0,3.0,41597.0,65.0,2.0,3.0,2949.0,42.0,76200.0,2.0,1.0,4.0,5.0,6784.0,31143.0,25.9,0.0,0.0,97.0,161.0,4.0,3.0,1.0,7.0,3.0,0.0,9.0,15.0,13.0,15.0,15.0,23.0,27.0,15.0,28.0,0.0,0.0,0.0,3.0,97.5,8.3,0.0,0.0,272075.0,57606.0,40700.0,64125.0,N,N,low_risk
16000.0,0.11800000000000001,529.91,MORTGAGE,73000.0,Source Verified,n,21.62,0.0,2.0,16.0,0.0,10441.0,32.0,w,15627.42,15627.42,519.42,519.42,372.58,146.84,0.0,0.0,0.0,529.91,0.0,1.0,Individual,0.0,211.0,374335.0,6.0,4.0,3.0,5.0,1.0,98575.0,81.0,4.0,5.0,5000.0,69.0,21700.0,2.0,0.0,6.0,11.0,23396.0,4571.0,59.9,0.0,0.0,159.0,183.0,1.0,1.0,1.0,4.0,1.0,0.0,5.0,9.0,6.0,7.0,17.0,11.0,14.0,9.0,16.0,0.0,0.0,0.0,8.0,84.4,16.7,0.0,0.0,394102.0,109016.0,11400.0,105791.0,N,N,low_risk
4400.0,0.1691,156.68,RENT,30000.0,Source Verified,n,28.36,0.0,0.0,23.0,0.0,3476.0,25.0,w,4209.31,4209.31,305.09,305.09,190.69,114.4,0.0,0.0,0.0,156.68,0.0,1.0,Individual,0.0,53.0,190803.0,3.0,19.0,2.0,10.0,5.0,187327.0,102.0,3.0,3.0,1732.0,100.0,5600.0,1.0,0.0,0.0,13.0,8296.0,700.0,80.0,0.0,0.0,86.0,54.0,2.0,2.0,0.0,10.0,14.0,0.0,2.0,4.0,2.0,4.0,19.0,4.0,6.0,4.0,23.0,0.0,0.0,0.0,5.0,92.0,50.0,0.0,0.0,188387.0,190803.0,3500.0,182787.0,N,N,low_risk
